entied,countied
the HOPE NOW Alliance,1
the DC Opportunity Scholarships,1
Pell Grants for Kids,1
train the Afghan Army,1
Foreign Service,1
"the ""Anbar Awakening",1
de-Ba'athification,1
Ramallah,1
Donna Shalala,1
Removing Saddam Hussein,1
Admiral Mullen,1
Donald Winter,1
John Negroponte,1
Ambassador,1
coast guard,1
Fedayeen Saddam,1
Karbala,1
Saddam International Airport,1
Paul Ray Smith,1
Sergeant Smith,1
the Anbar Awakening,1
the Al Qaida,1
Iraqi Provinces,1
the Armed Forces: Having,1
Crocker,1
Khalid Sheikh Mohammed,1
Valiant Strike,1
Gunnery Sergeant,1
"William ""Spanky"" Gibson",1
Ramadi,1
Spanky,1
Escape,1
Alcatraz,1
James Mattis,1
Spanky Gibson,1
Dick Durbin,1
Rodham Clinton,1
that&#39;s,1
election&mdash;is,1
the Ownership Society,1
the South Side of Chicago,1
sister&#39;s,1
the Gates of Hell&mdash;but,1
the Bush Administration,1
you&#39;ve,1
Red America,1
AK-47s,1
lesbian,1
Trojan Horse,1
Roy Blunt,1
Barney Frank,1
Spencer Bachus,1
Red States,1
Blue States,1
Palin,1
David Plouffe,1
David Axelrod,1
down&mdash;we,1
beacon,1
Nixon Cooper,1
Ann Nixon Cooper,1
the Manhattan Institute,1
Koch,1
Giuliani,1
the Manhattan Institute Board of Trustees,1
Paul Singer,1
Ray Kelly,1
New York's,1
the World Economy,1
the Financial Stability Forum,1
CAT,1
iPod,1
East Peoria,1
the press corps,1
West Bank,1
United State,1
Q Yours,1
Charles Krauthammer,1
Midland,1
Sheryl,1
Abu Ghraib,1
Kyoto,1
Congress on Colombia,1
CAFTA,1
SMU,1
Arlene Howard,1
Tony Recasner,1
Julio Medina,1
Aubrey McDade,1
Bill Krissoff,1
Nathan,1
the Navy Medical Corps,1
Khe Sahn,1
wield technology's,1
Bill Ritter,1
Barbara O'Brien,1
Bernie Buescher,1
John Hickenlooper,1
Max,1
Federico Pena,1
Federico,1
Diana DeGette,1
Betsy Markey,1
Jared Polis,1
Ed Perlmutter,1
The American Recovery and Reinvestment Act,1
Without Max,1
Boulder,1
Smart Grid,1
Smart Meters,1
Dakotas,1
Recovery.gov,1
the American Recovery and Reinvestment Act,1
Leonard Abess,1
Greensburg,1
Ty'Sheoma Bethea,1
Oliver Wendell,1
the Federal Court of Appeals,1
the Second Circuit of New York,1
Manhattan DA's,1
Robert Morgenthau,1
Yankee Stadium,1
the Women's Army Corps,1
Cardinal Spellman,1
Yale Law School,1
the Yale Law Journal,1
Cairo University,1
the Treaty of Tripoli,1
Nobel Prizes,1
the Olympic Torch,1
Muslim American,1
Holy Koran,1
Barack Hussein Obama,1
Ankara,1
the Holy Koran,1
Buchenwald,1
Threatening Israel,1
Isra,1
Muhammed,1
Iranian Government,1
the Islamic Revolution,1
Andalusia,1
Cordoba,1
Maronites,1
Copts,1
the Alliance of Civilizations,1
Kuala Lumpur,1
Dubai,1
the Organization of the Islamic Conference,1
non-Muslim,1
The Holy Bible,1
John Dingell,1
Joe Wilson,1
no Federal dollars,1
Wall Street's,1
the Intermountain Healthcare,1
the Geisinger Health System,1
Vicki,1
Ted Kennedy's,1
the United States Corps of Cadets,1
Armed Services,1
Al Qaeda’s,1
International Security Assistance Force,1
McChrystal,1
Dover,1
Amman,1
Karachi,1
Islamabad,1
Swat,1
South Waziristan,1
the Norwegian Nobel Committee,1
Schweitzer,1
Mandela,1
The Cold War,1
Martin Luther King Jr.,1
Evil,1
Oslo,1
Dhaka,1
Kigali,1
The Nobel Committee,1
Henry Dunant,1
Medvedev,1
Aung Sang,1
Zimbabweans,1
the Cultural Revolution's,1
Mao,1
John Paul's,1
Crusades,1
no Holy War,1
Black Tuesday,1
Elkhart,1
Allentown,1
Elyria,1
a National Export Initiative,1
Elementary,1
Secondary Education Act,1
Kent Conrad,1
Federal boards,1
Abroad,1
Civil Rights Division,1
Reid,1
Conrad,1
Gregg,1
Math,1
Anthem,1
Awwww,1
Todd,1
Sarkozy,1
IAEA,1
the Buckeye State,1
the Big Ten Championship,1
Ted Strickland,1
Love Sherrod Brown,1
Dennis,1
Betty Sutton,1
Tim Ryan,1
Charlie Wilson,1
Tom Perciak,1
Strongsville,1
Bill Nelson,1
Falcon,1
Sheila Jackson Lee,1
Office of Science and Technology Policy,1
John Holdren,1
Suzanne Kosmas,1
Kosmas,1
Space Shuttle Discovery,1
Kazakhstan,1
Tang,1
Discovery,1
Orion,1
Floridians,1
the Great Hall at Cooper Union,1
David Paterson,1
Andrew Cuomo,1
Thomas DiNapoli,1
Michael Bloomberg,1
George Campbell,1
Lower Manhattan,1
Lehmans,1
Lehman Brothers,1
the Volcker Rule,1
the Federal Deposit Insurance Corporation,1
BP Deepwater Horizon,1
Steven Chu,1
Hurricanes Katrina,1
Rita,1
Ray Mabus,1
Gulf Coast Restoration Plan,1
the Deepwater Horizon,1
National Commission,1
the Minerals Management Service,1
Salazar,1
Michael Bromwich,1
The Blessing of the Fleet,1
Iraqi Security Forces,1
Security Forces,1
Afghan Security Forces,1
Fourth Stryker Brigade,1
the Fourth Stryker Brigade,1
Khe Sanh,1
Jalalabad,1
NPT,1
Sharm el Sheikh,1
a Universal Declaration of Human Rights,1
Tyranny,1
Kinshasa,1
the Poles of Solidarity,1
the Dirty War,1
U.N. Women,1
the U.N. Democracy Fund,1
Ben Feller,1
Savannah Guthrie,1
Eric Cantor,1
Mike Emanuel,1
Chip Reid,1
Peter Baker,1
Pledge to America,1
Jake Tapper,1
Perriello,1
Strickland,1
Laura Meckler,1
Ed Henry,1
Defense Gates,1
Hans Nichols,1
Matt Spetalnick,1
Gabrielle Giffords,1
Congress on Your Corner,1
Roll,1
Dorothy Morris,1
RV,1
Safeway,1
Phyllis Schneck,1
Giants,1
Mavy Stoddard,1
the Mountain Avenue Church of Christ,1
Tux,1
Gabe Zimmerman,1
Emily,1
the Major Leagues,1
the University Medical Center,1
Daniel Hernandez,1
Patricia Maisch,1
George and Dot,1
Phyllis,1
Faces of Hope,1
the National Anthem,1
Main Streets,1
Gary Allen,1
the California Institute of Technology,1
Oak Ridge National Laboratory,1
the Super Bowl,1
Race to the Top,1
Bruce Randolph,1
Waters,1
Kathy Proctor,1
Kathy,1
Asia Pacific,1
James Howard,1
Jim Houser,1
The Iraq war,1
Hindu,1
American Dream -–,1
Brandon Fisher,1
Plan B.  ,1
Center Rock,1
Shanksville,1
Leon Panetta,1
Abbottabad,1
Zardari,1
Mohammed Bouazizi,1
Antagonism,1
Muammar Qaddafi,1
Interim Council,1
Dara’a,1
Saleh,1
Bahrainis,1
Coptic Christians,1
the European Bank for Reconstruction and Development,1
Trade and Investment Partnership Initiative,1
Symbolic,1
Fatah,1
Quartet,1
Westminster Hall,1
the Magna Carta,1
"the Bill of Rights, Habeas Corpus",1
Gold,1
Cameron,1
Adam Smith’s,1
Darwin,1
Einstein,1
Alan Turing,1
Article Five,1
Non-Proliferation Treaty,1
God Save The Queen,1
the British Army,1
the Afghan constitution,1
Fort Campbell,1
the 101st Airborne,1
Bethesda Naval Hospital,1
Kias,1
Hyundais,1
Fords,1
Chevys,1
Jobs Council,1
the Transcontinental Railroad,1
Tell Washington,1
the Higher Coordinating Committee,1
Across America,1
Andrews Air Force Base,1
n’t Democratic,1
Banks,1
Master Lock’s,1
Trade Enforcement Unit,1
Jackie Bray,1
Central Piedmont Community College,1
Expand,1
Bryan Ritterby,1
Energetx,1
Pass clean energy tax credits,1
"the Great Depression, America",1
the Gulf,1
Richard Cordray,1
Financial Crimes Unit,1
the Buffett Rule,1
Tom Coburn,1
Sana’a,1
Cape Town,1
Veterans Jobs Corps,1
the SEAL Team,1
Bob Gates,1
George Bush’s,1
Chairwoman,1
Joint Chiefs,1
Warroad,1
George to Lenore,1
Mitt,1
the South Side of,1
Mentor,1
Dawn Hochsprung,1
Mary Sherlach,1
Vicki Soto,1
Lauren Rousseau,1
Rachel Davino,1
Anne Marie Murphy,1
Olivia,1
Josephine,1
Madeleine,1
Emilie,1
Noah,1
Avielle,1
Allison,1
Through,1
Stonewall,1
Del Sol High School,1
Lisa Primas,1
Hilda Solis,1
Steve Horsford,1
Dina Titus,1
Carolyn Goodman,1
Marie Lopez Rogers,1
Avondale,1
Kasim Reed,1
Greg Stanton,1
Ashley Swearengin,1
Fresno,1
Yahoo,1
Instagram,1
the DREAM Act,1
Scandinavians,1
The West Indians,1
Angel Island,1
Einsteins,1
Alan Aleman,1
the College of Southern Nevada,1
Simpson-Bowles,1
Macs,1
the Department of Defense and Energy,1
Superstorm Sandy,1
Energy Security Trust,1
Siemens America,1
a Partnership to Rebuild America,1
P-Tech,1
City University of New York,1
IBM,1
Beyond,1
Likewise,1
Transatlantic Trade and Investment Partnership,1
Aung San,1
Burmese,1
Defending,1
Hadiya Pendleton,1
Fig Newtons,1
Hadiya,1
Nate,1
Cleo,1
Gabby Giffords,1
Menchu Sanchez,1
North Miami,1
Desiline Victor,1
Brian Murphy,1
Sikh,1
Communities,1
Layoffs,1
Zach Goldfarb,1
Jedi,1
Christi Parsons,1
Proposition 8,1
The Solicitor General,1
Prop 8 and the,1
Ari Shapiro,1
Mitch McConnell's,1
John Boehner's,1
Ari,1
the Shrine of the Book,1
the Dead Sea Scrolls,1
the Mars Rover,1
Bibi,1
Eretz Nehederet,1
Seder,1
Seders,1
Haggadah,1
Judaism,1
To African Americans,1
the Joshua Generation,1
the Israel Defense Forces,1
Osher Twito,1
Ariel Sharon,1
David Grossman,1
this Holy Land,1
Ben Gurion,1
Herzl,1
Yad Vashem,1
Toda,1
Ian,1
First Selectman,1
Pat Llodra,1
the University of Hartford,1
Hawks,1
Rachel D’Avino,1
Jimmy Greene,1
Nelba Marquez-Greene,1
Francine Wheeler,1
Dick Blumenthal,1
John Larson,1
Rosa DeLauro,1
Elizabeth Esty,1
Jim Hines,1
Joe Courtney,1
Booo,1
Virginia Tech,1
Eric Holder,1
Zimmerman,1
Chuck Ambrose,1
Give Brian,1
Jay Nixon,1
Charlie Rutt,1
Jennie,1
Pine Street,1
Knox College,1
Maytag,1
the University of Central Missouri,1
University of Central Missouri,1
Central Missouri,1
the Lee’s Summit School District,1
the Metropolitan Community College,1
Summit Technology Academy,1
John Kerry,1
John Podesta,1
Denis McDonough,1
LBJ,1
a War on Poverty,1
Without Social Security,1
the Employment Non-Discrimination Act,1
Adam Smith,1
SAS,1
REI,1
the D.C. Council,1
Promise Zones,1
Inequality,1
The Joining Forces,1
Bipartisan,1
Andra Rush,1
Detroit Manufacturing Systems,1
Andra,1
Misty DeMars,1
Estiven Rodriguez,1
Microsoft,1
Verizon,1
Nick Chute,1
John Soranno,1
Punch Pizza,1
Nick,1
Costco,1
Tom Harkin,1
Rubio,1
401ks,1
Amanda Shelley,1
Steve Beshear,1
Moms,1
Citizenship,1
the Afghan war,1
Across Africa,1
Team USA,1
the Olympic Stadium,1
Army Ranger,1
Gang,1
this 9/11 Generation,1
Ben Erler,1
Joining Forces,1
eBay,1
Tesla,1
Scott Kelly,1
Alan Gross,1
the Asia Pacific,1
NOAA,1
Colorado Springs,1
New London,1
West Texas,1
the Mid-Atlantic,1
UDIENCE,1
Brown Chapel,1
Lean,1
Bentley,1
Sewell,1
Independence Hall and Seneca Falls,1
Joseph Lowery,1
Hosea Williams,1
Amelia Boynton,1
Diane Nash,1
Ralph Abernathy,1
C.T. Vivian,1
Fred Shuttlesworth,1
Bill Plante,1
Soweto,1
Bobby Kennedy,1
a Voting Rights Act,1
the Department of Justice’s,1
James Baldwin,1
Sacajawea,1
Fannie Lou Hamer,1
the Lost Boys of,1
the Tuskeegee Airmen,1
Navajo,1
Whitman,1
Unconstrained,1
We The People,1
Yes We Can,1
Jennifer,1
Eliana,1
Malana,1
the Mother Emanuel,1
Lowcountry,1
Preacher,1
the Underground Railroad,1
Mother Emanuel,1
Haley,1
Removing,1
Johnny,1
Jamal,1
Marilyn Robinson,1
Pre-K,1
George Washington Carver,1
Grace Hopper,1
Katherine Johnson,1
Mission Control,1
Tea Partiers,1
Dreamer,1
Marian,1
Cultivo,1
Jose Marti,1
el saludo de paz,1
The Cuban Revolution,1
The Bay of Pigs,1
Carlos Finlay,1
Finlay,1
Yellow Fever,1
La Pelota,1
Major League,1
Muhammad Ali,1
Teofilo Stevenson,1
Salsa,1
Celia Cruz,1
Gloria Estefan,1
Pitbull,1
Shrine,1
La Cachita,1
cuentapropistas,1
El Cubano,1
Sandra Lidice Aldama,1
the American South,1
las manos del pueblo Cubano,1
Johannesburg,1
Americanos,1
pre-Revolutionary Cuba,1
Cuban American,1
the Florida Straits,1
Gloria Gonzalez,1
Llorca,1
Gloria,1
Melinda Lopez,1
Cristian Miguel Soler,1
Si se,1
Barchi,1
the Board of Governors,1
Guadagno,1
Cahill,1
Wahler,1
YouTube,1
Exit 9,1
the Old Raritan,1
a Grease Truck,1
Mozzarella,1
Livingston,1
Busch,1
Douglass,1
Olde Queens,1
Ben Franklin’s,1
Queen’s College,1
Latina,1
Jersey City,1
Progress,1
zigs,1
a Great Recession,1
Guess,1
pre-Civil War,1
Blacks and Latinos,1
Facts,1
Edisons,1
the George Washington Carvers,1
the Norman Borlaugs,1
Steve Jobses,1
Carl Sagan,1
Brown v. Board of Education,1
Alice Paul,1
Bruce Springsteen,1
Yasmin Ramadan,1
the Muslim Public Relations Council,1
Madison Little,1
Atticus Finch,1
Fort Hood,1
Muslim Americans,1
the South Side,1
decay,1
Radical Islamic Terrorism,1
Citizens of America,1
Black History Month,1
Jewish Community Centers,1
the Renewal of the American,1
Fiat-Chrysler,1
Softbank,1
Lockheed,1
F-35,1
job‑crushing,1
Keystone,1
Dakota Access Pipelines,1
Justin Trudeau,1
a Task Force on Reducing Violent Crime,1
the Departments of Homeland Security,1
FAIR TRADE,1
Matt Bevin,1
Megan Crowley,1
Pompe Disease,1
Denisha Merriweather,1
American Victims,1
Jamiel Shaw,1
Jenna Oliver,1
Jamiel,1
Jamiel Shaw Jr.,1
Danny Oliver,1
Michael Davis,1
America Safe,1
Carryn Owens,1
U.S. Navy Special Operator,1
"Chief William ""Ryan",1
General Mattis,1
these World Wars,1
Alexander Graham Bell,1
Remington,1
Renewal of the American,1
the House Floor,1
Kate,1
Scott Pruitt,1
Keystone XL Pipeline,1
the Dakota Access Pipeline,1
Corsa Coal,1
Corsa,1
Sempra Energy,1
the United States Department of Energy,1
LNG,1
Boy Scout Jamboree,1
the Boy Scouts of America,1
Randall Stephenson,1
Michael Surbaugh,1
Jamboree,1
Ralph de la Vega,1
Rex Tillerson,1
the National Jamboree,1
Tom Price,1
Capito,1
Time Warner,1
the USS Gerald R. Ford,1
a Boy Scout,1
the beaches of Europe,1
Rocket Man,1
the Global Health Security Agenda,1
the Women Entrepreneurs Finance Initiative,1
Nicolas Maduro,1
Dunford,1
Mike McCaul,1
the Trans-Pacific Partnership,1
the Gulf states,1
jihadist,1
APEC,1
The World Economic Forum,1
the “Cajun Navy,1
Ashlee Leppert,1
Hurricane Harvey,1
David Dahlberg,1
the Capitol Police Officers,1
the Alexandria Police,1
Small,1
Steve Staub,1
Sandy Keplinger,1
Staub Manufacturing,1
Corey Adams,1
Preston Sharp,1
Redding,1
VA Accountability Act,1
American Energy,1
Motor City,1
Toyota,1
Mazda,1
Every Federal,1
Evelyn Rodriguez,1
Freddy Cuevas,1
Elizabeth Alvarado,1
Robert Mickens,1
Nisa Mickens,1
Evelyn,1
Freddy,1
Celestino Martinez,1
My Administration,1
Ryan Holets,1
the Albuquerque Police Department,1
Holets,1
Sergeant Justin Peck,1
Chief Petty,1
CPR,1
Bronze Star,1
Sergeant Peck,1
Mattis,1
Guantánamo Bay,1
al-Qa’ida,1
the United Nations General Assembly against America,1
Otto’s Parents,1
Cindy Warmbier,1
Greta,1
Ji Seong-ho,1
Seong-ho,1
the Statue of Freedom,1
Saratoga,1
Jim Justice,1
Cathy,1
John Thune,1
McMorris Rodgers,1
the Tax Cut,1
ANWR,1
Murkowski,1
Senate Finance,1
Kevin Brady,1
Kevin night,1
Davos,1
ExxonMobil,1
the Apple iPhones,1
David Perdue,1
budget—(applause)—in,1
Pam Bondi,1
Broward County Sheriff,1
Scott Israel,1
AUDIENCE: Booo,1
the Tax Reform Act,1
the Tax Act,1
The Second Amendment,1
Keystone XL,1
Dakota Access,1
AUDIENCE: USA,1
Kerry — Kerry,1
Exxon,1
Billy,1
Billy Graham’s,1
Marjory Stoneman Douglas High School,1
Meadow Pollack,1
Meadow,1
Peterson,1
West Side Highway,1
Foxconn,1
Chris Sununu,1
Sessions,1
Jeff.—(applause)—Secretary Azar,1
Nielsen,1
Surgeon General Adams,1
the Manchester Fire Department Safe Station,1
Dan Goonan,1
National Prescription Drug Take,1
757s,1
the Drug Enforcement Agents,1
Operation Granite Shield,1
Jean Mozer,1
Jean,1
East Kingston,1
CrisisNextDoor.gov,1
Dartmouth,1
Derek Dunn,1
Ron Morin,1
Manchester Police Detective,1
Patrick Maguire,1
Jeff Sessions,1
Mike Kelly,1
Adapt Pharma’s,1
Adapt,1
Kaléo,1
Eli Lilly,1
Greg Walden,1
Harman,1
the Baseball Hall of Fame,1
the Kansas City Royals,1
good—.305,1
Bob Wallace,1
National Auxiliary,1
Dee Guillory,1
Dee,1
BJ Lawrence,1
Sandy Kreebull,1
Robert Wilkie,1
Acting VA,1
Peter O’Rourke,1
Vicky Hartzler,1
Billy Long,1
Jason Smith,1
David Friedman,1
jobs—(laughter)—“let,1
George Washington’s,1
F-35 Lightning,1
Super Stealth,1
the White House VA Hotline,1
GI Bill,1
Keep America Great,1
PRESIDENT:—and,1
PRESIDENT:—they’ve,1
Allen Jones,1
the Home of Brave,1
the United States—(applause)—with,1
JONES:—to,1
Allen Q. Jones,1
the Greatest Generation,1
Bunker Hill,1
the Inchon Landing,1
Iran Nuclear Deal,1
the U.S. Embassy,1
U.S.-Mexico,1
U.S.-Korea,1
Nikki Haley,1
the Human Rights Council,1
Reliance,1
Global Compact on Migration,1
King Salman,1
Presidents,1
Angel moms,1
Temporary Protected Status,1
vineyards,1
the Great Crusade,1
Joseph Reilly,1
Sergeant Irving Locker,1
Sergeant Herman Zeitchik,1
Apollo 11,1
Farm Bill,1
Alice Johnson,1
First Step Act,1
Matthew Charles,1
cartels,1
Dads,1
Debra Bissell,1
Debra,1
Elvin Hernandez,1
Law Enforcement,1
the United States Reciprocal Trade Act,1
Joining Melania,1
Grace Eline,1
St. Jude Children’s Research Hospital,1
the Intermediate-Range Nuclear Forces Treaty,1
INF Treaty,1
Juan Guaido,1
Tom Wibberley,1
Craig Wibberley,1
the Tree of Life Synagogue,1
Timothy Matson,1
Timothy,1
Matson,1
Judah Samet,1
It’s the Americans,1
Joshua Kaufman,1
Dachau Concentration Camp,1
Herman Zeitchik,1
the golden beaches of,1
Tijuana,1
The Angel Moms,1
Angel Dads,1
Angel Families,1
Trillions,1
Ports,1
the Angel Moms and Dads,1
Marco Rubio,1
Roberta Rampton,1
’s United States,1
Laura Ingraham,1
Tucker Carlson,1
MSNBC,1
Rasmussen —,1
Jim Acosta,1
the Angel Moms,1
PARTICIPANT,1
Kirstjen,1
USCMA,1
Combine,1
Idlib Province,1
Nobel Prize,1
Micron Technology,1
Hong Kong’s,1
Fanatics,1
Thankfully,1
the Women’s Global Development and Prosperity Initiatives,1
the U.N. Arms Trade Treaty,1
Patriots,1
Love,1
Cherish,1
PMI,1
the Saudi Arabia,1
Robert Menendez,1
Richard Durbin,1
Patrick Leahy,1
Amazon-Washington Post,1
— African American,1
Fellas,1
the Middle East Strategic Alliance,1
Straits,1
Lopez Obrador,1
the United Nations week,1
VP Pence’s,1
Mike Pence’s,1
UNGA,1
Gregg Jarrett,1
the College,1
Lighthizer,1
Kristina Partsinevelos,1
Fox Business,1
Kristina,1
Dan Bishop,1
Corey Lewandowski,1
Mark Levin,1
VPItv,1
Diosdado Cabello,1
Guaidó,1
Capturing,1
U.S. Special Operations,1
Northwestern Syria,1
American Forces,1
Hamza Bin Laden,1
Jim Foley,1
Steven Sotloff,1
Peter Kassig,1
Kayla Mueller,1
Jordanian,1
Yazidis,1
Joint Chiefs of Staff,1
the World,1
Quds Force,1
New Delhi,1
American Special Operations Forces,1
the Quds Force,1
JCPOA,1
US Armed Forces,1
Al-Baghdadi,1
Jeanne,1
the March for Life,1
Alex Azar,1
Kellyanne Conway,1
"James, Mike",1
Chris Smith,1
Ralph Abraham,1
Warren Davidson,1
Bob Latta,1
John Joyce,1
Lloyd Smucker,1
Brian Fitzpatrick,1
the Mexico City Policy,1
Title X,1
the Declaration of Independence –- it’s the right,1
Tony Rankins,1
Nicolás Maduro,1
Juan Guaidó,1
the Air Force Academy,1
Iain tonight,1
Tuskegee Airmen,1
Opportunity Scholarships,1
Janiyah Davis,1
the Education Freedom Scholarships and Opportunities Act,1
American Workers,1
the Presidential Medal of Freedom,1
The Medal of Freedom,1
St. Luke’s Hospital,1
Ellie Schneider,1
Advancing Support,1
the One Trillion Trees Initiative,1
John Barrasso,1
Tragically,1
New York’s,1
died—51,1
Rocky Jones,1
Rocky,1
Thom Tillis,1
Victims of Sanctuary Cities Act,1
Raul Ortiz,1
Chief Ortiz,1
Artemis,1
Marsha Mueller,1
U.S. Special Forces Operations,1
al-Baghdadi’s,1
the Situation Room,1
Task Force 8-14,1
Marsha,1
Sergeant Christopher Hake,1
Easter Sunday of 2008,1
Bradley Fighting Vehicle,1
Amy Williams,1
Fort Bragg,1
Elliana,1
Townsend Williams,1
Sergeant Williams,1
Wyatt Earp,1
Annie Oakley,1
the Wild West,1
the American Epic,1
Los Angeles Times,1
DNC,1
Vindman,1
Two Supreme Court,1
Gillibrand,1
Barrasso,1
Mitt Romney,1
Kelly Loeffler,1
the Republican Party’s,1
Donald Trump’s,1
Apprentice,1
Attorney,1
n’t United Kingdom,1
Kelly Armstrong,1
Jim Banks,1
Andy Biggs,1
Honest Abe Lincoln,1
Honest Abe,1
Bradley Byrne,1
Doug Collins,1
Matt Gaetz,1
Super Bowl,1
Andy Reid,1
Penn State,1
Lesko,1
Mike Johnson,1
Devin Nunes,1
Scott Perry,1
Barr,1
Barr first,1
Hurt Roger,1
the Nationals Park,1
the New York Yankees,1
Liz,1
Michael Turner,1
Andrew McCabe,1
Strzok,1
Muller,1
G-Man,1
Page,1
